Country or Area,Year,Value
Croatia,2001,99.65320892
Croatia,1991,99.60440392
Cuba,2012,99.98413
Cuba,2002,99.9536914
Cyprus,2011,99.83831163
Cyprus,2001,99.81524249
Cyprus,1992,99.66419777
Democratic Republic of the Congo,2007,53.25022016
Democratic Republic of the Congo,2001,63.09070122
Dominican Republic,2013,98.25252026
Dominican Republic,2012,97.76922946
Dominican Republic,2011,98.05364314
Dominican Republic,2010,97.88348685
Dominican Republic,2007,96.93072916
Dominican Republic,2002,95.41704589
Ecuador,2013,98.63247739
Ecuador,2012,98.89454234
Ecuador,2011,98.80531674
Ecuador,2010,98.85409733
Ecuador,2009,96.84545951
Ecuador,2007,95.62893477
Ecuador,2001,96.49345467
Ecuador,1990,95.83324614
Egypt,2012,86.05158993
Egypt,2010,84.30692622
Egypt,2006,81.75145131
Egypt,2005,78.94999163
Egypt,1996,66.93153816
El Salvador,2011,96.94588888
El Salvador,2010,96.38574096
El Salvador,2009,95.32356249
El Salvador,2008,96.48330761
El Salvador,2007,93.88948534
El Salvador,2006,95.45334125
El Salvador,2004,92.30232
El Salvador,1992,84.94789375
Equatorial Guinea,2012,98.51624
Equatorial Guinea,2000,96.62423907
Eritrea,2012,88.68132
Eritrea,2002,69.48339768
Estonia,2011,99.95903691
Estonia,2000,99.81336398
Ethiopia,2007,47.04112711
Ethiopia,2005,33.29975433
Ethiopia,2004,38.5
Ethiopia,1994,28.08016663
Gabon,2012,89.42924762
Gabon,2004,90.77163379
Gabon,1993,92.11401997
Gambia,2012,65.54938
Gambia,2000,41.39433551
Georgia,2012,99.85287
Georgia,2002,99.86235999
Ghana,2010,83.23452863
Ghana,2000,65.48870686
Greece,2012,99.30327
Greece,2001,98.99115598
Greece,1991,98.97937831
Guadeloupe,2012,99.94297
Guadeloupe,2004,99.87399
Guadeloupe,1994,99.6437
Guatemala,2012,91.94237104
Guatemala,2002,78.39067524
Guatemala,1994,70.72150964
Guinea,2010,21.79673237
Guinea,2003,34.06904358
Guinea,1996,13.47280016
Guinea-Bissau,2012,68.86572
Guinea-Bissau,2000,45.90365143
Guyana,2009,93.67022359
Haiti,2006,70.48077773
Haiti,2003,80.6894533
Honduras,2012,95.98721165
Honduras,2011,96.92611269
Honduras,2010,95.87750334
Honduras,2007,95.05453065
Honduras,2001,90.91031646
Hungary,2012,99.46547
Hungary,2004,99.09581
Hungary,1994,99.18211
India,2006,74.35573155
India,2001,67.74657945
India,1991,49.34918954
Indonesia,2011,98.75179524
Indonesia,2009,99.39658982
Indonesia,2008,99.38240944
Indonesia,2006,96.27236105
Indonesia,2004,98.5421609
Indonesia,1990,95.06925265
Iran (Islamic Republic of),2012,97.69519857
Iran (Islamic Republic of),2008,98.51615203
Iran (Islamic Republic of),2006,96.13214927
Iran (Islamic Republic of),2005,96.73755491
Iran (Islamic Republic of),2002,90.55660526
Iran (Islamic Republic of),1996,90.55660526
Iran (Islamic Republic of),1991,81.20100315
Iraq,2012,80.55634
Iraq,2000,80.4868316
Israel,2011,99.44428122
Italy,2012,99.92233
Italy,2001,99.82010597
Jamaica,2012,98.58685
Jamaica,1999,96.29552343
Jordan,2012,99.20273413
Jordan,2011,99.25322284
Jordan,2010,98.76635075
Jordan,2007,98.94656682
Jordan,2005,99.02348185
Jordan,2003,98.91331153
Kazakhstan,2009,99.86510506
Kazakhstan,1999,99.8747023
Kenya,2007,81.63257184
Kenya,2000,91.94255112
"Korea, Democratic People's Republic of",2008,99.99978976
Kuwait,2012,98.8353126
Kuwait,2008,98.7393674
Kuwait,2007,98.50779279
Kuwait,2006,98.49927024
Kuwait,2005,99.7875929
Kuwait,1995,90.18480527
Kyrgyzstan,2009,99.7995877
Kyrgyzstan,1999,99.74128644
Lao People's Democratic Republic,2005,78.73984247
Lao People's Democratic Republic,2001,74.68243088
Lao People's Democratic Republic,2000,73.56058436
Lao People's Democratic Republic,1995,64.05434798
Latvia,2011,99.8701077
Latvia,2000,99.78330803
Lebanon,2007,99.08229819
Lesotho,2009,92.0938948
Lesotho,2000,97.49608764
Liberia,2007,37.17030747
Liberia,2004,35.03327
Liberia,1994,54.1893
Libyan Arab Jamahiriya,2012,99.88217
Libyan Arab Jamahiriya,2004,99.4417
Libyan Arab Jamahiriya,1994,80.3106
Lithuania,2011,99.86662173
Lithuania,2001,99.74238274
Madagascar,2009,63.96708358
Madagascar,2000,68.18622696
Malawi,2010,69.98173537
Malawi,1998,70.70072002
Malaysia,2010,98.45826269
Malaysia,2000,97.26772033
Malaysia,1991,95.22214433
Maldives,2006,99.3606486
Maldives,2000,98.2986441
Maldives,1995,98.2986441
Mali,2011,39.00856471
Mali,2010,33.94570873
Mali,2006,30.79845511
Mali,2003,23.91412
Mali,1998,16.86067285
Malta,2005,99.1107347
Malta,1995,97.80652837
Martinique,2012,99.81943
Martinique,2004,99.33742
Martinique,1994,99.34595
Mauritania,2007,47.71239173
Mauritania,2000,55.48371101
Mauritius,2011,98.57592455
Mauritius,2000,95.36189684
Mauritius,1990,91.70590034
Mexico,2012,99.02957003
Mexico,2011,98.50666477
Mexico,2010,98.49213392
Mexico,2009,98.38159955
Mexico,2008,98.3564215
Mexico,2007,98.11611439
Mexico,2006,97.69171846
Mexico,2005,97.62793249
Mexico,2004,97.60792845
Mexico,2002,97.2721141
Mexico,2000,96.48236059
Mexico,1990,94.90320923
Mongolia,2010,98.90874038
Mongolia,2000,98.43194395
Montenegro,2011,99.05260652
Morocco,2011,74.03429027
Morocco,2009,72.14523796
Morocco,2008,69.89815284
Morocco,2004,60.49289164
Morocco,1994,45.99635864
Mozambique,2009,56.54005201
Mozambique,2003,50.03891051
Mozambique,1997,36.55311292
Myanmar,2012,95.84294
Myanmar,2000,93.47118079
Namibia,2007,90.61542703
Namibia,2001,93.47992463
Namibia,1991,90.41715652
Nepal,2011,77.46865821
Nepal,2001,60.14379214
Nepal,1991,32.66643635
Netherlands Antilles,1992,97.33171619
New Caledonia,2012,99.77089
New Caledonia,1996,99.14204004
Nicaragua,2005,88.84248168
Nicaragua,2001,88.81787597
Niger,2012,15.05777124
Niger,2005,23.19742983
Niger,2001,14.23354806
Nigeria,2008,57.95389027
Nigeria,2003,60.50936768
Nigeria,1991,62.48778404
Oman,2010,98.16507377
Oman,2008,97.62497861
Oman,2003,96.66144873
Pakistan,2011,63.13680595
Pakistan,2010,62.29837404
Pakistan,2009,61.4626556
Pakistan,2008,61.24991803
Pakistan,2006,58.37056342
Pakistan,2005,53.08856345
Pakistan,1998,43.11405285
Palau,2013,99.82954545
Panama,2010,97.33686775
Panama,2000,95.6227291
Panama,1990,94.77776371
Papua New Guinea,2012,75.81795
Papua New Guinea,2000,64.05813106
Paraguay,2010,98.72881922
Paraguay,2009,98.98826543
Paraguay,2008,98.23230516
Paraguay,2007,98.77915768
Paraguay,1992,95.36143363
Peru,2012,98.67575309
Peru,2007,96.7052348
Peru,2006,96.95763554
Peru,2005,96.28777572
Peru,2004,95.65601963
Peru,1993,93.78624984
Philippines,2008,98.49152127
Philippines,2003,96.58059191
Philippines,2000,95.72027873
Philippines,1990,96.87774233
Poland,2012,99.99997
Poland,2004,99.99987
Poland,1994,99.99928
Portugal,2011,99.47964445
Portugal,1991,99.25787378
Puerto Rico,2010,98.85419332
Puerto Rico,2004,89.30752
Puerto Rico,1990,94.11212784
Qatar,2012,99.83464289
Qatar,2011,98.74933272
Qatar,2010,98.26115181
Qatar,2009,97.94621749
Qatar,2008,96.8849814
Qatar,2007,98.96524795
Qatar,2004,97.5400126
Qatar,1997,95.80930549
Republic of Moldova,2012,100
Republic of Moldova,2000,99.65156794
Reunion,2012,99.91806
Reunion,2004,99.34436
Reunion,1994,99.33892
Romania,2011,98.97621679
Romania,2002,97.77952068
Romania,1992,99.03209234
Russian Federation,2010,99.75802293
Russian Federation,2002,99.7712783
Rwanda,2010,77.97246319
Rwanda,2000,76.86258278
Samoa,2012,99.6221
Samoa,2004,99.44086
Samoa,1991,98.95
Sao Tome and Principe,2008,77.33727906
Sao Tome and Principe,2001,94.85257056
Sao Tome and Principe,1991,91.85257898
Saudi Arabia,2013,99.13698873
Saudi Arabia,2004,94.67570719
Saudi Arabia,2000,93.71306287
Saudi Arabia,1992,81.07383459
Senegal,2011,58.99901601
Senegal,2009,56.19143514
Senegal,2006,44.54015856
Senegal,2002,40.96837345
Serbia,2012,99.24156
Seychelles,2012,99.37437793
Seychelles,2002,99.37437793
Seychelles,1994,99.13843458
Sierra Leone,2012,53.82065
Sierra Leone,2004,37.35751851
Singapore,2012,99.84381101
Singapore,2011,99.80174465
Singapore,2010,99.7666672
Singapore,2000,99.60451274
Singapore,1990,99.08436354
Slovenia,2012,99.902
Slovenia,2004,99.86676
Slovenia,1991,99.7790094
Solomon Islands,1999,80
South Africa,2012,99.27070909
South Africa,2011,99.15213652
South Africa,2010,98.90136541
South Africa,2009,98.81739982
South Africa,2007,98.09211403
South Africa,1996,94.28854378
Spain,2012,99.70572367
Spain,2011,99.74597393
Spain,2010,99.68635896
Spain,2009,99.55732019
Spain,2008,99.60260761
Spain,2007,99.55810871
Spain,2005,99.50208502
Spain,1991,99.56967946
Sri Lanka,2010,98.58897215
Sri Lanka,2008,98.58609792
Sri Lanka,2006,97.93921435
Sri Lanka,2001,96.1211113
State of Palestine,2012,99.22707768
State of Palestine,2011,99.36699652
State of Palestine,2010,99.27404046
State of Palestine,2009,99.23354178
State of Palestine,2008,99.02808378
State of Palestine,2007,98.98690084
State of Palestine,2006,99.14568285
State of Palestine,2004,98.85481933
State of Palestine,1997,97.18850022
Sudan,2012,85.45938
Sudan,2000,72.33138239
Sudan (former),2000,72.33138239
Suriname,2010,98.80215427
Suriname,2008,99.4597761
Suriname,2004,94.13903628
Swaziland,2010,94.74848589
Swaziland,2000,92.94363833
Syrian Arab Republic,2012,94.48727
Syrian Arab Republic,2004,90.21857781
Syrian Arab Republic,2002,92.96355264
Tajikistan,2012,99.88239
Tajikistan,2000,99.84971787
Thailand,2010,96.55204396
Thailand,2005,97.87892989
Thailand,2000,97.84793482
The former Yugoslav Republic of Macedonia,2012,98.48736
The former Yugoslav Republic of Macedonia,2002,98.48539193
The former Yugoslav Republic of Macedonia,1994,98.5668748
Timor-Leste,2010,78.56843582
Togo,2011,72.70812034
Togo,2009,74.55535452
Togo,2006,67.92369953
Togo,2000,63.55485232
Tonga,2011,99.51042997
Tonga,2006,99.55503761
Tonga,1996,99.35449735
Trinidad and Tobago,2012,99.5875
Trinidad and Tobago,2004,99.49773
Trinidad and Tobago,1990,99.3
Tunisia,2011,96.31759092
Tunisia,2010,96.09355991
Tunisia,2008,95.78643535
Tunisia,2007,94.72457125
Tunisia,2004,92.2407045
Tunisia,1994,75.09971
Turkey,2012,98.41264794
Turkey,2011,97.93629909
Turkey,2010,97.19732573
Turkey,2009,96.5701932
Turkey,2007,94.28914423
Turkey,2006,94.11953728
Turkey,2005,93.96015936
Turkey,2004,93.29501916
Turkey,1990,88.38578517
Turkmenistan,2012,99.8952
Turkmenistan,1995,99.81292798
Uganda,2010,85.47146399
Uganda,2006,81.12965076
Uganda,2002,76.17909744
Uganda,1991,63.12382748
Ukraine,2012,99.81318
Ukraine,2001,99.83451796
United Arab Emirates,2005,97.00174036
United Republic of Tanzania,2010,72.77099877
United Republic of Tanzania,2002,76.202015
Uruguay,2012,99.29777546
Uruguay,2011,99.12098499
Uruguay,2010,99.22540666
Uruguay,2009,99.6124031
Uruguay,2008,99.32030287
Uruguay,2007,99.01907482
Uruguay,2006,99.11465791
Uruguay,1996,99.01730143
Uzbekistan,2012,99.99349
Uzbekistan,2000,99.89447766
Vanuatu,2012,95.05516
Vanuatu,2004,91.86407
Vanuatu,1994,85.16844
Venezuela,2009,98.80499475
Venezuela,2007,98.83609675
Venezuela,2001,98.06628677
Venezuela,1990,96.35970854
Viet Nam,2009,96.78112543
Viet Nam,2000,94.05552203
Viet Nam,1999,93.58627667
Yemen,2012,77.80584
Yemen,2004,60.46399
Yemen,1994,35.37772531
Zambia,2007,58.47754911
Zambia,2002,66.31097561
Zambia,1999,66.22680943
Zambia,1990,65.52436671
Zimbabwe,2011,92.12456322
Zimbabwe,1992,94.35343597
