Reference Area,Time Period,Sex,Value
Liberia,2015,Male,59.95947
Liberia,2015,Total,59.87859
Liberia,2014,Female,45.81281
Liberia,2014,Male,42.2309
Liberia,2014,Total,42.38204
Madagascar,2014,Female,17.2749
Madagascar,2014,Male,17.47445
Madagascar,2014,Total,17.39473
Maldives,2002,Female,47.22222
Maldives,2002,Male,58.92857
Maldives,2002,Total,54.34783
Mali,2008,Female,79.47368
Mali,2008,Male,84.16381
Mali,2008,Total,83.79623
Mauritania,2015,Female,100
Mauritania,2015,Male,98.90471
Mauritania,2015,Total,99.01672
Mauritania,2014,Female,81.53846
Mauritania,2014,Male,75.15291
Mauritania,2014,Total,75.85855
Mauritania,2006,Female,100
Mauritania,2006,Male,100
Mauritania,2006,Total,100
Mexico,2010,Total,92.81179
Mexico,2009,Total,90.68297
Mongolia,2006,Female,100
Mongolia,2006,Male,100
Mongolia,2006,Total,100
Mongolia,2005,Female,100
Mongolia,2005,Male,100
Mongolia,2005,Total,100
Mongolia,2004,Female,100
Mongolia,2004,Male,100
Mongolia,2004,Total,100
Mongolia,2003,Female,100
Mongolia,2003,Male,100
Mongolia,2003,Total,100
Mongolia,2002,Female,100
Mongolia,2002,Male,100
Mongolia,2002,Total,100
Mongolia,2001,Female,100
Mongolia,2001,Male,100
Mongolia,2001,Total,100
Mongolia,2000,Female,100
Mongolia,2000,Male,100
Mongolia,2000,Total,100
Montserrat,2009,Female,50
Montserrat,2009,Male,33.33333
Montserrat,2009,Total,45.45455
Montserrat,2005,Female,57.14286
Montserrat,2005,Male,33.33333
Montserrat,2005,Total,50
Montserrat,2002,Female,77.77778
Montserrat,2002,Male,60
Montserrat,2002,Total,71.42857
Morocco,2008,Female,100
Morocco,2008,Male,100
Morocco,2008,Total,100
Mozambique,2013,Female,96.51952
Mozambique,2013,Male,94.69214
Mozambique,2013,Total,95.05774
Mozambique,2008,Female,86.43411
Mozambique,2008,Male,75.01
Mozambique,2008,Total,76.96387
Mozambique,2007,Female,89.73214
Mozambique,2007,Male,79.72305
Mozambique,2007,Total,81.53846
Mozambique,2006,Female,90.78498
Mozambique,2006,Male,79.29619
Mozambique,2006,Total,80.98098
Myanmar,2014,Female,94.72906
Myanmar,2014,Male,97.20479
Myanmar,2014,Total,95.159
Myanmar,2010,Female,100
Myanmar,2010,Male,100
Myanmar,2010,Total,100
Myanmar,2009,Female,100
Myanmar,2009,Male,100
Myanmar,2009,Total,100
Myanmar,2008,Female,100
Myanmar,2008,Male,100
Myanmar,2008,Total,100
Myanmar,2007,Female,100
Myanmar,2007,Male,100
Myanmar,2007,Total,100
Myanmar,2006,Female,100
Myanmar,2006,Male,100
Myanmar,2006,Total,100
Myanmar,2005,Female,99.00339
Myanmar,2005,Male,94.42379
Myanmar,2005,Total,98.00061
Myanmar,2004,Female,99.29741
Myanmar,2004,Male,93.29157
Myanmar,2004,Total,97.78163
Myanmar,2003,Female,93.00055
Myanmar,2003,Male,92.9962
Myanmar,2003,Total,92.99947
Myanmar,2002,Female,85.05143
Myanmar,2002,Male,93.97155
Myanmar,2002,Total,87.25337
Myanmar,2001,Female,90.29915
Myanmar,2001,Male,90.29148
Myanmar,2001,Total,90.29717
Myanmar,2000,Female,97.11103
Myanmar,2000,Male,97.18375
Myanmar,2000,Total,97.13094
Nepal,2016,Total,91.6417
Nepal,2015,Female,81.37017
Nepal,2015,Male,83.36569
Nepal,2015,Total,83.03045
Nepal,2014,Female,79.4983
Nepal,2014,Male,80.64509
Nepal,2014,Total,80.45373
Nepal,2013,Female,79.30225
Nepal,2013,Male,80.25097
Nepal,2013,Total,80.09283
Nepal,2012,Female,51.56038
Nepal,2012,Male,60.54942
Nepal,2012,Total,59.07276
Nepal,2011,Female,79.9419
Nepal,2011,Male,73.19418
Nepal,2011,Total,74.26403
Nepal,2010,Female,75.64443
Nepal,2010,Male,71.84829
Nepal,2010,Total,72.30339
Nepal,2008,Female,64.54208
Nepal,2008,Male,63.78585
Nepal,2008,Total,63.87043
Nepal,2002,Female,15.93484
Nepal,2002,Male,30.45168
Nepal,2002,Total,28.50025
Nicaragua,2008,Female,68.09571
Nicaragua,2008,Male,55.55104
Nicaragua,2008,Total,62.45428
Nicaragua,2007,Female,64.73666
Nicaragua,2007,Male,56.57245
Nicaragua,2007,Total,61.16562
Nicaragua,2006,Female,62.80156
Nicaragua,2006,Male,58.54054
Nicaragua,2006,Total,61.0181
Nicaragua,2005,Female,63.58974
Nicaragua,2005,Male,51.60383
Nicaragua,2005,Total,58.65028
Nicaragua,2004,Female,57.93823
Nicaragua,2004,Male,47.90011
Nicaragua,2004,Total,53.58286
Nicaragua,2001,Female,49.11417
Nicaragua,2001,Male,42.80094
Nicaragua,2001,Total,46.68483
Nicaragua,2000,Female,49.12568
Nicaragua,2000,Male,43.577
Nicaragua,2000,Total,46.71195
Niger,2015,Female,15.0463
Niger,2015,Male,15.0025
Niger,2015,Total,15.00801
Niger,2014,Female,38.00425
Niger,2014,Male,12.03791
Niger,2014,Total,16.77644
Niger,2013,Female,27.7512
Niger,2013,Male,24.74116
Niger,2013,Total,25.20102
Niger,2010,Female,25.7329
Niger,2010,Male,26.89474
Niger,2010,Total,26.73312
Niger,2006,Female,22.32143
Niger,2006,Male,25.48139
Niger,2006,Total,25.08418
Niger,2004,Female,29.08497
Niger,2004,Male,28.81449
Niger,2004,Total,28.85338
Niger,2003,Female,25.27881
Niger,2003,Male,26.00583
Niger,2003,Total,25.90726
Nigeria,2010,Female,15.28934
Nigeria,2010,Male,21.28426
Nigeria,2010,Total,18.52967
Nigeria,2006,Female,75.1871
Nigeria,2006,Male,65.74991
Nigeria,2006,Total,69.14996
Niue,2015,Female,100
Niue,2015,Male,100
Niue,2015,Total,100
Oman,2009,Female,100
Oman,2009,Male,100
Oman,2009,Total,100
Oman,2001,Female,100
Oman,2001,Male,100
Oman,2001,Total,100
Oman,2000,Female,100
Oman,2000,Male,100
Oman,2000,Total,100
Panama,2012,Female,93.76509
Panama,2012,Male,89.33525
Panama,2012,Total,91.81226
Panama,2011,Female,91.99648
Panama,2011,Male,87.72422
Panama,2011,Total,90.11828
Panama,2010,Female,93.46036
Panama,2010,Male,87.67004
Panama,2010,Total,90.86426
Panama,2009,Female,95.21839
Panama,2009,Male,89.3274
Panama,2009,Total,92.55159
Panama,2008,Female,94.24242
Panama,2008,Male,89.84615
Panama,2008,Total,92.26075
Panama,2007,Female,93.45942
Panama,2007,Male,88.94052
Panama,2007,Total,91.38593
Panama,2006,Female,92.38428
Panama,2006,Male,87.7964
Panama,2006,Total,90.27475
Panama,2005,Female,89.15989
Panama,2005,Male,77.16981
Panama,2005,Total,83.6099
Panama,2004,Female,90.84746
Panama,2004,Male,79.40336
Panama,2004,Total,85.45808
Panama,2002,Female,86.73678
Panama,2002,Male,75.2424
Panama,2002,Total,81.27973
Panama,2001,Female,96.83683
Panama,2001,Male,91.98003
Panama,2001,Total,94.48209
Panama,2000,Female,87.03524
Panama,2000,Male,80.90504
Panama,2000,Total,84.0599
Papua New Guinea,2012,Female,100
Papua New Guinea,2012,Male,100
Papua New Guinea,2012,Total,100
Paraguay,2012,Female,77.52489
Paraguay,2012,Male,72.1409
Paraguay,2012,Total,75.44056
Puerto Rico,2014,Female,94
Puerto Rico,2014,Male,94
Puerto Rico,2014,Total,94
Qatar,2008,Female,55.02343
Qatar,2008,Male,45.92164
Qatar,2008,Total,50.94882
Qatar,2006,Female,65.64074
Qatar,2006,Male,62.72147
Qatar,2006,Total,64.35272
Saint Kitts and Nevis,2012,Female,55.81395
Saint Kitts and Nevis,2012,Male,48.10127
Saint Kitts and Nevis,2012,Total,52.88462
Saint Kitts and Nevis,2011,Female,55.71429
Saint Kitts and Nevis,2011,Male,55.12821
Saint Kitts and Nevis,2011,Total,55.50459
Saint Kitts and Nevis,2010,Female,48.07692
Saint Kitts and Nevis,2010,Male,36.36364
Saint Kitts and Nevis,2010,Total,43.52941
Saint Kitts and Nevis,2009,Female,53.19149
Saint Kitts and Nevis,2009,Male,45.28302
Saint Kitts and Nevis,2009,Total,50.34014
Saint Kitts and Nevis,2008,Total,35.94771
Saint Kitts and Nevis,2007,Total,40
Saint Kitts and Nevis,2005,Female,32.96703
Saint Kitts and Nevis,2005,Male,48.33333
Saint Kitts and Nevis,2005,Total,39.07285
Saint Kitts and Nevis,2004,Female,32.95455
Saint Kitts and Nevis,2004,Male,38.70968
Saint Kitts and Nevis,2004,Total,35.33333
Saint Kitts and Nevis,2003,Female,37
Saint Kitts and Nevis,2003,Male,52.94118
Saint Kitts and Nevis,2003,Total,42.38411
Saint Kitts and Nevis,2002,Female,40.21739
Saint Kitts and Nevis,2002,Male,40.98361
Saint Kitts and Nevis,2002,Total,40.52288
Saint Lucia,2014,Female,75.5102
Saint Lucia,2014,Male,60.48387
Saint Lucia,2014,Total,71.05263
Saint Lucia,2013,Female,68.45638
Saint Lucia,2013,Male,60.1626
Saint Lucia,2013,Total,66.03325
Saint Lucia,2012,Female,66.32997
Saint Lucia,2012,Male,60
Saint Lucia,2012,Total,64.45498
Saint Lucia,2011,Female,65.87838
Saint Lucia,2011,Male,60.31746
Saint Lucia,2011,Total,64.21801
Saint Vincent and the Grenadines,2010,Female,61.07784
Saint Vincent and the Grenadines,2010,Male,60
Saint Vincent and the Grenadines,2010,Total,60.70039
Saint Vincent and the Grenadines,2009,Female,57.98817
Saint Vincent and the Grenadines,2009,Male,33.33333
Saint Vincent and the Grenadines,2009,Total,45.69733
Saint Vincent and the Grenadines,2008,Female,58.66667
Saint Vincent and the Grenadines,2008,Male,51.68539
Saint Vincent and the Grenadines,2008,Total,56.06695
Saint Vincent and the Grenadines,2004,Female,50.54945
Saint Vincent and the Grenadines,2004,Male,59.375
Saint Vincent and the Grenadines,2004,Total,54.19355
Saint Vincent and the Grenadines,2003,Female,45.94595
Saint Vincent and the Grenadines,2003,Male,56.86275
Saint Vincent and the Grenadines,2003,Total,50.4
Saint Vincent and the Grenadines,2002,Female,46.57534
Saint Vincent and the Grenadines,2002,Male,65.30612
Saint Vincent and the Grenadines,2002,Total,54.09836
Saint Vincent and the Grenadines,2001,Female,56.52174
Saint Vincent and the Grenadines,2001,Male,62.7451
Saint Vincent and the Grenadines,2001,Total,59.16667
Samoa,2014,Female,100
Samoa,2014,Male,100
Samoa,2014,Total,100
Samoa,2009,Total,71.86761
Sao Tome and Principe,2011,Female,94.11765
Sao Tome and Principe,2011,Male,85.29412
Sao Tome and Principe,2011,Total,87.05882
Saudi Arabia,2014,Female,100
Saudi Arabia,2014,Male,100
Saudi Arabia,2014,Total,100
Saudi Arabia,2013,Female,100
Saudi Arabia,2013,Male,100
Saudi Arabia,2013,Total,100
Serbia,2012,Female,41.24032
Serbia,2012,Male,30.06825
Serbia,2012,Total,37.1785
Serbia,2011,Female,38.69464
Serbia,2011,Male,26.17252
Serbia,2011,Total,34.11765
Serbia,2009,Total,76.2197
Serbia,2007,Female,100
Serbia,2007,Male,100
Serbia,2007,Total,100
Sierra Leone,2015,Female,43.45696
Sierra Leone,2015,Male,41.7043
Sierra Leone,2015,Total,41.89456
Sierra Leone,2013,Female,67.68
Sierra Leone,2013,Male,63.69302
Sierra Leone,2013,Total,64.09229
Sierra Leone,2012,Female,80.04751
Sierra Leone,2012,Male,66.39327
Sierra Leone,2012,Total,67.50386
Sierra Leone,2011,Female,79.29155
Sierra Leone,2011,Male,66.47657
Sierra Leone,2011,Total,67.54545
Singapore,2009,Female,92.82661
Singapore,2009,Male,89.48681
Singapore,2009,Total,91.68193
Singapore,2008,Female,97.55281
Singapore,2008,Male,97.4807
Singapore,2008,Total,97.52831
Singapore,2007,Female,95.50173
Singapore,2007,Male,94.1349
Singapore,2007,Total,95.03637
Solomon Islands,2015,Female,68
Solomon Islands,2015,Male,60.76696
Solomon Islands,2015,Total,62.98569
Solomon Islands,2010,Female,72.13115
Solomon Islands,2010,Male,70.35398
Solomon Islands,2010,Total,70.86614
Somalia,2007,Female,54.3554
Somalia,2007,Male,54.17925
Somalia,2007,Total,54.2015
State of Palestine,2015,Female,100
State of Palestine,2015,Male,100
State of Palestine,2015,Total,100
State of Palestine,2014,Female,100
State of Palestine,2014,Male,100
State of Palestine,2014,Total,100
State of Palestine,2013,Female,100
State of Palestine,2013,Male,100
State of Palestine,2013,Total,100
State of Palestine,2012,Female,100
State of Palestine,2012,Male,100
State of Palestine,2012,Total,100
State of Palestine,2011,Female,100
State of Palestine,2011,Male,100
State of Palestine,2011,Total,100
State of Palestine,2010,Female,100
State of Palestine,2010,Male,100
State of Palestine,2010,Total,100
State of Palestine,2009,Female,100
State of Palestine,2009,Male,100
State of Palestine,2009,Total,100
State of Palestine,2008,Female,100
State of Palestine,2008,Male,100
State of Palestine,2008,Total,100
State of Palestine,2007,Female,100
State of Palestine,2007,Male,100
State of Palestine,2007,Total,100
State of Palestine,2005,Female,100
State of Palestine,2005,Male,100
State of Palestine,2005,Total,100
State of Palestine,2004,Female,100
State of Palestine,2004,Male,100
State of Palestine,2004,Total,100
State of Palestine,2003,Female,100
State of Palestine,2003,Male,100
State of Palestine,2003,Total,100
State of Palestine,2002,Female,100
State of Palestine,2002,Male,100
State of Palestine,2002,Total,100
Sudan,2013,Female,68.40649
Sudan,2013,Male,66.56777
Sudan,2013,Total,67.53708
Sudan,2012,Female,66.56732
Sudan,2012,Male,64.80707
Sudan,2012,Total,65.70182
Suriname,2015,Female,32.74244
Suriname,2015,Male,39.03346
Suriname,2015,Total,35.00334
Suriname,2014,Female,32.1315
Suriname,2014,Male,39.17526
Suriname,2014,Total,34.52381
Suriname,2013,Female,29.71888
Suriname,2013,Male,38.43212
Suriname,2013,Total,32.71889
Suriname,2012,Female,28.23529
Suriname,2012,Male,39.4247
Suriname,2012,Total,32.34016
Suriname,2011,Female,26.43275
Suriname,2011,Male,34.3949
Suriname,2011,Total,29.26094
Suriname,2010,Female,34.88372
Suriname,2010,Male,41.875
Suriname,2010,Total,37.55981
Suriname,2009,Female,100
Suriname,2009,Male,100
Suriname,2009,Total,100
Syrian Arab Republic,2013,Female,91.31082
Syrian Arab Republic,2013,Male,92.12445
Syrian Arab Republic,2013,Total,91.69686
Syrian Arab Republic,2010,Female,81.97234
Syrian Arab Republic,2010,Male,86.46429
Syrian Arab Republic,2010,Total,84.21503
Syrian Arab Republic,2007,Female,83.41463
Syrian Arab Republic,2007,Male,89.35055
Syrian Arab Republic,2007,Total,86.59003
Syrian Arab Republic,2006,Female,82.11153
Syrian Arab Republic,2006,Male,88.73723
Syrian Arab Republic,2006,Total,85.60292
Syrian Arab Republic,2004,Total,85.04022
Syrian Arab Republic,2003,Total,92.69461
Tajikistan,2003,Total,94.34525
Thailand,2015,Female,100
Thailand,2015,Male,100
Thailand,2015,Total,100
Vanuatu,2015,Female,15.71429
Vanuatu,2015,Male,23.76238
Vanuatu,2015,Total,20.46784
Yemen,2013,Female,93.83886
Yemen,2013,Male,94.829
Yemen,2013,Total,94.55174
